base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
Qwen/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.204826,0.141137,0.115321
numind/NuExtract-1.5-tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.097202,0.087477,0.061559
Qwen/Qwen2.5-Coder-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.16792,0.121108,0.096342
dphn/Dolphin3.0-Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.096249,0.012868,0.036372
stpete2/Qwen2.5-0.5B-gsm8k-sft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.299225,0.300784,0.200003
mlx-community/Qwen2.5-0.5B-Instruct-bf16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.192102,0.192796,0.128299
unsloth/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.081439,0.059368,0.046936
pcuenq/Qwen2.5-0.5B-Instruct-with-new-merges-serialization,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.204826,0.141137,0.115321
robertvacareanu/instruct-rl-Qwen2.5-0.5B-databricks-dolly-15k,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.093495,0.082445,0.058647
lewtun/Qwen2.5-0.5B-SFT-LoRA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.002341,0.004121,0.002154
ytzfhqs/Qwen2.5-med-book-main-classification,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.0,0.0,0.0
artificialguybr/QWEN-2.5-0.5B-Synthia-II,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,1.6,0.0,0.144723,0.168937,0.104553
artificialguybr/QWEN-2.5-0.5B-Synthia-I,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.15557,0.187496,0.114356
jiangchengchengNLP/qwen_0.5B_instruct_law_summarize,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.002066,0.003131,0.001732
rawsh/MetaMath-Qwen2.5-0.5b-PRM,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.26463,0.236554,0.167061
osllmai-community/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.081439,0.059368,0.046936
hangingardens/hihihi,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.020926,0.001384,0.007437
llamafy/Qwen-Qwen2.5-0.5B-llamafied,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.081439,0.059368,0.046936
caelancooper/Qwen2.5-0.5B-business,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.204826,0.141137,0.115321
sail/Sailor2-1B-Pre,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.028133,0.051704,0.026612
morgan/qwen2_5.qwen2_5_0_5b_instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.204826,0.141137,0.115321
fdyrd/QwenMath-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.072206,0.041546,0.037917
tcapelle/toxicity-scorer-qwen,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.006987,0.0,0.002329
tcapelle/toxicity-scorer-qwen-ct2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.006798,0.009009,0.005269
sail/Sailor2-1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,1.2,0.0,0.267908,0.319988,0.195965
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.103113,0.105044,0.069386
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.166084,0.107503,0.091195
AlyGreo/finetune-Qwen2-0.5B-codeDataset,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.171672,0.164946,0.112206
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.050309,0.021617,0.023975
Audreygyj/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,26.4,0.2,0.268488,0.207893,0.22546
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,1.0,0.0,0.062093,0.052456,0.038183
shb2024/Qwen-0.5B-AMR,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.170169,0.103518,0.091229
JayHyeon/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,1.0,0.0,0.085149,0.011877,0.032342
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.17242,0.130837,0.101086
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,27.0,0.2,0.233348,0.220699,0.218016
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.209042,0.139046,0.116029
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.02442,0.002034,0.008818
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,1.4,0.0,0.208652,0.207396,0.138683
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.100386,0.064958,0.055115
JayHyeon/Qwen2.5-0.5B-SFT_2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.084146,0.073571,0.052572
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.000493,0.001987,0.000827
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.03944,0.029494,0.022978
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.131815,0.07714,0.069652
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.031915,0.040904,0.024273
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,2.2,0.0,0.159103,0.107408,0.088837
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.00218,0.0048,0.002327
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.232813,0.254535,0.162449
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.129999,0.120519,0.083506
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.116146,0.039494,0.05188
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.171418,0.105753,0.09239
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.061063,0.108467,0.05651
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.258097,0.265853,0.17465
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.264491,0.217437,0.160643
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.157469,0.144089,0.10052
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.172815,0.132141,0.101652
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.120218,0.099978,0.073399
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.296802,0.314452,0.203751
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.096249,0.012868,0.036372
AcropolisLabs/Zyphen-CO-Legal-Autocomplete-micro,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.279567,0.273347,0.184305
viethq5/Qwen2.5-0.5B-Instruct-f16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.204826,0.141137,0.115321
cavendishlabs/sftd_model_c03f6a40-3b64-4f9b-b5f3-dd704171c333,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.6,0.0,0.023533,0.010906,0.01148
cavendishlabs/sftd_model_0e465599-8a15-4aba-bb95-e50cc0904046,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.287878,0.288906,0.192261
cavendishlabs/sftd_model_17eca769-91ae-4727-a7d3-4083834ce7c1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.8,0.0,0.206069,0.247599,0.151223
JayHyeon/QWEN_toy-DPOP_5e-5-100ep_0alp_5lam,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.0,0.0,0.020626,0.026887,0.015838
cavendishlabs/sftd_model_1cdaec2e-939d-41c6-b49f-8c97e02695ec,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.4,0.0,0.10793,0.103238,0.070389
cavendishlabs/sftd_model_770da6e0-9561-43cd-840a-1dafdc126e03,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.110693,0.201184,0.103959
cavendishlabs/sftd_model_3a5db96a-cb7e-40fd-a562-ef0f9df95f24,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.205596,0.203543,0.13638
cavendishlabs/sftd_model_8bb5e322-1b20-4e94-98cb-4e1a9f7f021e,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,5,30,0.2,0.0,0.073308,0.032142,0.03515
